,id,Actual,No Embeddings,GLOVE (6B - 50),GLOVE (840B - 300),Doc2Vec USPTO Patent Embeddings,FastText
2031,US8625711B2,0,[0],[0],[0],[0],[0]
2032,US9398935B2,0,[0],[0],[0],[0],[0]
2033,US9704337B2,0,[0],[1],[0],[0],[0]
2034,US8943460B2,0,[0],[0],[0],[0],[0]
2035,US10031471B1,0,[0],[0],[0],[0],[0]
2036,US6097078A,0,[0],[0],[0],[0],[0]
2037,US9766627B2,0,[0],[0],[0],[0],[1]
2038,US9243597B2,0,[0],[0],[0],[0],[0]
2039,US10017024B2,0,[0],[0],[0],[0],[0]
2040,US9811621B2,0,[0],[0],[0],[0],[0]
2041,US9044210B1,0,[0],[0],[0],[0],[0]
2042,US9527115B2,1,[0],[1],[1],[1],[1]
2043,US10005182B2,0,[0],[0],[0],[0],[0]
2044,US8943169B2,0,[0],[0],[0],[0],[0]
2045,US8409125B2,0,[0],[0],[1],[0],[1]
2046,US8980637B2,1,[0],[0],[1],[1],[1]
2047,US9970887B2,1,[0],[0],[0],[1],[1]
2048,US6243588A,0,[0],[0],[0],[0],[0]
2049,US9208431B2,1,[1],[1],[1],[1],[1]
2050,US9330010B1,0,[0],[0],[0],[0],[0]
2051,US7572040B2,0,[0],[0],[0],[0],[0]
2052,US10140507B2,1,[0],[1],[1],[0],[1]
2053,US10035266B1,0,[0],[0],[0],[1],[0]
2054,US8848036B2,1,[0],[1],[1],[1],[1]
2055,US9940505B2,0,[0],[0],[1],[1],[1]
2056,US5819120A,0,[0],[0],[0],[0],[0]
2057,US8930949B2,1,[0],[1],[1],[0],[1]
2058,US5309433A,0,[0],[0],[0],[0],[0]
2059,US8922801B2,0,[0],[0],[0],[0],[0]
2060,US5647747A,1,[0],[0],[1],[1],[1]
2061,US9014178B1,0,[0],[0],[0],[0],[0]
2062,US9536126B2,1,[1],[1],[1],[1],[1]
2063,US9545146B1,0,[0],[0],[0],[0],[0]
2064,US9974874B2,0,[0],[0],[0],[0],[0]
2065,US10049987B2,1,[0],[1],[1],[0],[1]
2066,US10081201B2,1,[0],[1],[1],[1],[1]
2067,US5388046A,0,[0],[0],[0],[0],[0]
2068,US7991723B1,1,[1],[1],[1],[1],[1]
2069,US9330329B2,1,[0],[1],[1],[1],[1]
2070,US10055746B1,1,[1],[1],[1],[1],[1]
2071,US6970543B2,0,[0],[0],[0],[0],[0]
2072,US7542840B2,0,[0],[0],[0],[1],[0]
2073,US7486602B2,0,[0],[0],[0],[0],[0]
2074,US9592605B2,0,[0],[0],[0],[0],[0]
2075,US4967228A,0,[0],[0],[0],[0],[0]
2076,US9606617B2,0,[0],[0],[0],[0],[0]
2077,US8996244B2,0,[0],[0],[0],[0],[0]
2078,US7813633B2,0,[0],[0],[0],[0],[0]
2079,US9289623B2,0,[0],[0],[0],[0],[0]
2080,US7613135B2,0,[0],[0],[0],[0],[0]
2081,US9182787B2,0,[0],[0],[0],[0],[0]
2082,US5424788A,0,[0],[0],[0],[0],[0]
2083,US8776229B1,1,[1],[1],[1],[1],[1]
2084,US9414725B2,0,[0],[0],[0],[0],[0]
2085,US8582866B2,1,[1],[0],[1],[1],[0]
2086,US9887741B2,0,[0],[0],[0],[0],[0]
2087,US9514031B2,0,[0],[0],[1],[0],[0]
2088,US8315667B2,0,[0],[0],[0],[0],[0]
2089,US9430736B2,1,[0],[1],[1],[1],[0]
2090,US9679218B2,1,[0],[1],[1],[1],[1]
2091,US9355882B2,0,[0],[0],[0],[0],[0]
2092,US10126431B2,0,[0],[0],[0],[0],[0]
2093,US8291025B2,0,[0],[0],[0],[0],[0]
2094,US9829602B2,0,[0],[0],[0],[0],[0]
2095,US9204011B1,1,[0],[0],[0],[1],[1]
2096,US4895027A,0,[0],[0],[0],[0],[0]
2097,US9917790B2,0,[0],[0],[0],[0],[0]
2098,US6305803A,0,[0],[0],[0],[0],[0]
2099,US10070111B2,0,[0],[0],[0],[0],[0]
2100,US9127534B2,0,[0],[0],[0],[0],[0]
2101,US9980082B2,0,[0],[0],[0],[0],[0]
2102,US9374382B2,0,[0],[0],[0],[1],[0]
2103,US9033790B2,1,[0],[1],[1],[1],[1]
2104,US9374519B2,1,[1],[1],[1],[1],[1]
2105,US10047424B2,0,[0],[0],[0],[0],[0]
2106,US10088701B2,1,[0],[0],[0],[1],[0]
2107,US9828895B2,0,[0],[0],[0],[0],[0]
2108,US9890723B2,0,[0],[0],[0],[0],[0]
2109,US9008837B2,0,[0],[0],[0],[0],[0]
2110,US9941900B1,1,[0],[1],[1],[1],[1]
2111,US9466292B1,1,[1],[1],[1],[1],[1]
2112,US10140051B1,0,[0],[0],[0],[0],[0]
2113,US10120973B2,1,[0],[1],[1],[1],[1]
2114,US10133615B2,0,[0],[0],[0],[0],[0]
2115,US9357278B2,0,[0],[0],[0],[0],[0]
2116,US9332175B2,0,[0],[0],[0],[0],[0]
2117,US9866443B1,0,[0],[0],[0],[0],[0]
2118,US7305579B2,0,[0],[0],[0],[0],[0]
2119,US9014857B2,1,[1],[1],[1],[1],[1]
2120,US8670441B2,0,[0],[0],[0],[0],[0]
2121,US9724593B2,0,[0],[0],[0],[0],[0]
2122,US7791810B2,0,[0],[0],[0],[0],[0]
2123,US9557282B1,0,[0],[0],[0],[0],[0]
2124,US9400800B2,0,[0],[1],[0],[0],[1]
2125,US8599202B1,0,[0],[0],[0],[0],[0]
2126,US9568640B2,0,[0],[0],[0],[0],[0]
2127,US8918698B2,0,[0],[0],[0],[0],[0]
2128,US9560456B2,0,[1],[0],[0],[0],[0]
2129,US9352470B1,0,[0],[0],[0],[0],[0]
2130,US9710829B1,1,[1],[1],[1],[1],[1]
2131,US9514376B2,1,[1],[1],[1],[1],[1]
2132,US9064462B2,0,[0],[0],[0],[0],[1]
2133,US9572036B2,0,[0],[0],[0],[0],[0]
2134,US10055265B2,0,[1],[0],[0],[0],[0]
2135,US7384107B2,0,[0],[0],[0],[0],[0]
2136,US9088844B2,1,[0],[0],[0],[0],[1]
2137,US7193648B1,0,[0],[0],[0],[0],[0]
2138,US7460781B2,0,[0],[0],[0],[0],[0]
2139,US10035123B2,0,[0],[0],[0],[0],[0]
2140,US9204703B2,0,[0],[0],[0],[0],[0]
2141,US7907271B2,0,[0],[0],[0],[0],[0]
2142,US8831773B2,0,[0],[0],[0],[0],[0]
2143,US10067500B2,1,[1],[1],[1],[1],[1]
2144,US6324346A,0,[0],[0],[0],[0],[0]
2145,US9854544B2,0,[0],[0],[0],[0],[0]
2146,US10051179B2,0,[0],[0],[0],[0],[0]
2147,US4695156A,0,[0],[0],[0],[0],[0]
2148,US9369511B2,0,[0],[0],[0],[0],[0]
2149,US9600720B1,1,[1],[1],[1],[1],[1]
2150,US9569266B2,1,[0],[1],[1],[1],[1]
2151,US8990614B2,0,[0],[0],[0],[0],[0]
2152,US9164808B2,0,[0],[0],[0],[0],[0]
2153,US9851986B2,0,[0],[0],[0],[0],[0]
2154,US6618497B1,1,[0],[1],[1],[1],[1]
2155,US9141916B1,1,[1],[1],[1],[1],[1]
2156,US10108465B1,0,[0],[0],[0],[0],[0]
2157,US10024991B2,1,[0],[1],[1],[1],[1]
2158,US10130350B2,0,[0],[0],[0],[0],[0]
2159,US9591225B2,0,[0],[0],[0],[0],[0]
2160,US9054905B2,0,[0],[0],[0],[0],[0]
2161,US7099440B2,0,[0],[0],[0],[0],[0]
2162,US9987747B2,0,[0],[0],[0],[1],[0]
2163,US10002752B2,0,[0],[0],[0],[0],[0]
2164,US6535122B1,1,[0],[1],[1],[1],[1]
2165,US8285472B2,1,[0],[0],[1],[1],[0]
2166,US9490976B2,1,[1],[1],[1],[1],[0]
2167,US9014888B2,1,[1],[1],[1],[1],[1]
2168,US9967351B2,0,[0],[0],[0],[0],[0]
2169,US9164938B2,0,[0],[0],[0],[0],[0]
2170,US10088815B2,1,[1],[1],[1],[1],[1]
2171,US8922620B2,0,[0],[0],[0],[0],[0]
2172,US7707227B2,0,[0],[0],[0],[1],[1]
2173,US9804604B2,0,[1],[1],[0],[0],[0]
2174,US6124139A,0,[0],[0],[0],[0],[0]
2175,US8959406B2,1,[0],[1],[1],[1],[1]
2176,US9615889B2,0,[0],[0],[0],[0],[0]
2177,US4884880A,0,[0],[0],[0],[0],[0]
2178,US9720934B1,1,[1],[1],[1],[1],[1]
2179,US9704252B2,1,[1],[1],[1],[1],[1]
2180,US8259194B2,0,[0],[0],[0],[0],[0]
2181,US9659249B1,1,[0],[1],[0],[1],[0]
2182,US9767443B1,0,[1],[0],[0],[0],[0]
2183,US7280150B2,0,[0],[0],[0],[0],[0]
2184,US10031580B2,0,[0],[0],[0],[0],[0]
2185,US10011011B2,1,[1],[1],[1],[1],[0]
2186,US9044856B2,0,[0],[0],[0],[0],[0]
2187,US9259278B2,0,[0],[0],[0],[0],[0]
2188,US8175807B2,0,[0],[0],[0],[0],[0]
2189,US7418099B2,0,[0],[0],[0],[0],[0]
2190,US9132553B2,0,[0],[0],[0],[0],[0]
2191,US9460629B2,0,[0],[1],[0],[0],[0]
2192,US9448913B2,0,[0],[0],[1],[1],[1]
2193,US9602277B2,0,[0],[0],[0],[0],[0]
2194,US8441542B2,1,[0],[0],[1],[1],[1]
2195,US9710910B2,1,[1],[1],[1],[1],[1]
2196,US9420624B2,0,[0],[0],[0],[0],[0]
2197,US9976989B2,1,[0],[1],[1],[1],[1]
2198,US9788361B2,0,[0],[0],[0],[0],[0]
2199,US8106906B1,0,[0],[0],[0],[0],[1]
2200,US7466481B2,0,[0],[0],[0],[0],[0]
2201,US9108480B2,0,[0],[0],[0],[0],[0]
2202,US6014200A,0,[0],[0],[0],[0],[0]
2203,US10105559B2,0,[0],[0],[0],[0],[0]
2204,US8159375B2,0,[0],[0],[0],[0],[0]
2205,US7302338B2,1,[0],[1],[1],[1],[1]
2206,US9904516B2,0,[0],[0],[0],[0],[0]
2207,US9116597B1,0,[0],[0],[0],[0],[0]
2208,US10093367B2,0,[0],[0],[0],[0],[0]
2209,US8990708B2,0,[1],[0],[1],[1],[1]
2210,US9050634B2,0,[0],[0],[0],[0],[0]
2211,US7839490B2,0,[0],[0],[0],[0],[0]
2212,US9464643B2,0,[0],[0],[0],[0],[0]
2213,US10009539B2,1,[0],[1],[1],[1],[1]
2214,US8992435B2,1,[0],[1],[1],[1],[1]
2215,US6438724B1,1,[1],[0],[0],[1],[0]
2216,US9800293B2,0,[0],[0],[0],[0],[0]
2217,US7258275B1,0,[0],[0],[0],[0],[0]
2218,US9003552B2,1,[0],[1],[1],[1],[1]
2219,US8390672B2,0,[0],[0],[0],[0],[0]
2220,US8239411B2,0,[0],[0],[0],[0],[0]
2221,US10020853B2,0,[0],[0],[0],[0],[0]
2222,US10032281B1,1,[0],[1],[1],[1],[1]
2223,US10068532B2,0,[0],[0],[0],[0],[0]
2224,US10133824B2,0,[0],[0],[0],[0],[0]
2225,US9424493B2,1,[0],[1],[1],[1],[1]
2226,US9179988B2,0,[0],[0],[0],[0],[0]
2227,US9948523B2,0,[0],[0],[0],[0],[0]
2228,US9756188B2,0,[0],[0],[0],[0],[0]
2229,US9177462B1,1,[1],[1],[1],[1],[1]
2230,US9536264B2,0,[0],[0],[0],[0],[0]
2231,US10014205B2,0,[0],[0],[0],[0],[0]
2232,US8087989B2,0,[0],[0],[0],[0],[0]
2233,US9635562B2,1,[0],[1],[1],[0],[1]
2234,US9191201B1,0,[0],[0],[0],[0],[0]
2235,US9836644B2,1,[0],[1],[1],[1],[1]
2236,US6166719A,0,[0],[1],[1],[1],[1]
2237,US9086796B2,0,[1],[0],[0],[0],[0]
2238,US10073753B2,1,[1],[0],[1],[1],[1]
2239,US9311885B2,0,[0],[0],[0],[1],[0]
2240,US10031901B2,1,[0],[1],[1],[1],[1]
2241,US10052766B2,0,[0],[0],[0],[0],[0]
2242,US10089154B2,0,[0],[1],[1],[0],[0]
2243,US9672618B1,1,[0],[1],[1],[1],[1]
2244,US9694495B1,1,[0],[1],[0],[0],[1]
2245,US10112296B2,0,[0],[0],[0],[0],[0]
2246,US7571053B2,1,[0],[1],[1],[1],[1]
2247,US7466482B2,0,[0],[0],[0],[0],[0]
2248,US10118289B2,0,[0],[0],[0],[0],[0]
2249,US6816452B1,0,[0],[0],[0],[0],[0]
2250,US9099023B2,0,[0],[0],[0],[0],[0]
2251,US8977774B2,1,[0],[0],[0],[1],[0]
2252,US9871964B2,0,[0],[0],[0],[0],[0]
2253,US10069679B2,0,[0],[0],[0],[0],[0]
2254,US9491632B2,0,[0],[0],[0],[0],[0]
2255,US9990794B2,0,[0],[0],[0],[0],[0]
2256,US9354046B2,1,[0],[0],[0],[0],[0]
2257,US10067804B2,1,[1],[1],[1],[1],[1]
2258,US9254090B2,0,[0],[1],[0],[0],[1]
2259,US10137575B2,1,[0],[1],[1],[1],[1]
2260,US9302388B2,0,[0],[0],[0],[0],[0]
2261,US9569700B1,1,[1],[1],[1],[1],[1]
2262,US9481516B1,0,[0],[0],[0],[0],[0]
2263,US7340290B2,0,[0],[0],[0],[0],[0]
2264,US8526716B2,1,[1],[1],[1],[1],[1]
2265,US9153079B1,1,[0],[1],[1],[1],[1]
2266,US9446434B2,1,[0],[1],[1],[1],[1]
2267,US9894205B1,1,[1],[1],[1],[1],[0]
2268,US9120028B2,0,[0],[0],[0],[0],[0]
2269,US10062144B2,0,[0],[1],[0],[1],[0]
2270,US8996321B2,0,[0],[0],[0],[1],[0]
2271,US7979072B2,0,[0],[0],[0],[0],[0]
2272,US6594552B1,0,[0],[0],[0],[0],[0]
2273,US10106191B2,0,[0],[0],[0],[0],[0]
2274,US8904547B2,1,[0],[1],[1],[1],[1]
2275,US7602185B2,0,[0],[0],[0],[0],[0]
2276,US8466806B2,1,[0],[0],[1],[1],[0]
2277,US9307172B2,0,[0],[0],[0],[0],[0]
2278,US9461573B2,0,[0],[0],[0],[0],[0]
2279,US6816195B2,0,[0],[0],[0],[0],[0]
2280,US9613319B1,1,[1],[0],[0],[1],[0]
2281,US7838571B2,0,[0],[0],[0],[0],[0]
2282,US9264620B2,1,[0],[1],[1],[1],[1]
2283,US9380939B2,1,[0],[0],[0],[0],[1]
2284,US9807276B2,1,[0],[0],[0],[1],[1]
2285,US10067951B2,0,[0],[0],[0],[0],[0]
2286,US9882817B2,0,[0],[0],[0],[0],[0]
2287,US9778458B2,0,[0],[0],[0],[0],[0]
2288,US10088992B2,1,[1],[1],[1],[1],[1]
2289,US10058995B1,0,[0],[1],[1],[1],[1]
2290,US5530494A,0,[0],[0],[0],[0],[0]
2291,US8654923B2,0,[0],[0],[0],[0],[0]
2292,US6819785B1,1,[1],[1],[1],[1],[1]
2293,US10068140B2,1,[0],[1],[1],[1],[1]
2294,US9942777B1,0,[0],[0],[0],[0],[0]
2295,US9798949B1,1,[1],[1],[1],[1],[1]
2296,US9323249B2,1,[1],[1],[1],[0],[1]
2297,US10006895B2,0,[1],[1],[0],[0],[0]
2298,US9688145B2,1,[0],[0],[0],[0],[1]
2299,US9165215B2,1,[0],[1],[1],[1],[1]
2300,US9727961B2,0,[0],[0],[0],[0],[0]
2301,US6212337A,0,[0],[1],[1],[1],[1]
2302,US9715592B2,1,[1],[1],[1],[1],[1]
2303,US10102018B2,0,[1],[0],[0],[1],[0]
2304,US9046816B2,0,[0],[0],[0],[0],[0]
2305,US9299132B2,0,[0],[0],[0],[1],[0]
2306,US9298870B1,1,[0],[0],[0],[1],[1]
2307,US9495633B2,1,[0],[1],[1],[1],[1]
2308,US8830349B2,1,[1],[1],[1],[1],[1]
2309,US7564869B2,0,[0],[0],[0],[0],[0]
2310,US9956042B2,0,[0],[0],[0],[0],[0]
2311,US4985726A,0,[0],[0],[0],[0],[0]
2312,US8725970B2,0,[0],[0],[0],[0],[0]
2313,US9509707B2,1,[0],[0],[0],[1],[1]
2314,US9036045B2,1,[1],[1],[1],[1],[1]
2315,US9749186B2,0,[0],[0],[0],[0],[0]
2316,US9832453B2,0,[0],[0],[0],[0],[0]
2317,US9555811B2,1,[1],[1],[1],[1],[1]
2318,US9159137B2,1,[0],[1],[1],[1],[1]
2319,US9445067B2,1,[1],[1],[1],[1],[0]
2320,US7925603B1,1,[0],[1],[0],[1],[0]
2321,US8219306B2,1,[1],[1],[1],[1],[1]
2322,US9634680B1,1,[0],[1],[1],[1],[1]
2323,US7463826B2,0,[0],[0],[0],[0],[0]
2324,US9579797B2,0,[0],[0],[0],[1],[1]
2325,US9404380B2,0,[0],[0],[0],[0],[0]
2326,US9659247B2,1,[0],[1],[1],[1],[1]
2327,US10030426B2,0,[0],[0],[0],[0],[0]
2328,US8040260B2,1,[0],[1],[1],[1],[1]
2329,US9280147B2,1,[1],[1],[1],[0],[1]
2330,US9280820B2,1,[1],[1],[1],[1],[1]
2331,US9031317B2,1,[0],[1],[1],[1],[1]
2332,US9026373B2,1,[1],[1],[1],[1],[1]
2333,US9302390B2,0,[0],[0],[0],[0],[0]
2334,US8760565B2,0,[0],[0],[0],[0],[1]
2335,US9589151B2,1,[0],[1],[1],[0],[1]
2336,US6074063A,0,[0],[0],[0],[0],[0]
2337,US9786148B2,0,[0],[0],[1],[0],[0]
2338,US9320043B2,0,[0],[0],[0],[0],[0]
2339,US10055655B2,0,[0],[0],[0],[0],[1]
2340,US9443203B2,1,[0],[1],[1],[1],[1]
2341,US9959485B2,1,[1],[1],[1],[1],[1]
2342,US8347294B2,0,[1],[0],[0],[0],[0]
2343,US8990131B2,1,[0],[1],[0],[1],[1]
2344,US9727206B2,0,[0],[0],[0],[1],[0]
2345,US6731778B1,0,[1],[0],[0],[0],[0]
2346,US9860386B2,0,[0],[0],[0],[0],[0]
2347,US9521333B2,0,[1],[0],[0],[0],[0]
2348,US8977378B2,0,[0],[0],[0],[0],[0]
2349,US9390621B2,1,[1],[1],[1],[1],[1]
2350,US9851985B2,0,[0],[0],[0],[0],[0]
2351,US7391461B2,0,[0],[0],[0],[0],[0]
2352,US6434487B1,0,[0],[0],[0],[0],[0]
2353,US9607222B2,1,[1],[1],[1],[1],[1]
2354,US9088707B2,1,[1],[1],[1],[1],[1]
2355,US8730305B2,1,[0],[1],[1],[1],[1]
2356,US9323785B2,1,[1],[1],[1],[1],[1]
2357,US5771485A,1,[1],[0],[0],[0],[0]
2358,US9633285B2,1,[1],[1],[1],[1],[1]
2359,US9836661B2,1,[0],[1],[1],[1],[1]
2360,US9940509B2,1,[0],[1],[1],[1],[1]
2361,US9156164B2,0,[0],[0],[0],[0],[0]
2362,US10079041B2,1,[0],[1],[1],[1],[1]
2363,US7929453B2,0,[0],[0],[0],[1],[0]
2364,US9235819B2,1,[1],[0],[0],[0],[0]
2365,US9770300B2,0,[0],[0],[0],[0],[0]
2366,US8509507B2,1,[0],[1],[1],[1],[0]
2367,US9236916B2,0,[0],[0],[0],[0],[0]
2368,US9356716B2,0,[0],[0],[0],[0],[0]
2369,US10073030B2,1,[1],[1],[1],[1],[1]
2370,US10063748B2,1,[1],[1],[1],[1],[1]
2371,US9757004B2,0,[0],[0],[0],[0],[0]
2372,US9972158B2,1,[1],[1],[1],[1],[1]
2373,US9811902B2,0,[1],[0],[0],[0],[0]
2374,US9664779B2,1,[0],[1],[1],[1],[1]
2375,US8073564B2,0,[0],[0],[0],[0],[1]
2376,US6307554A,1,[1],[0],[0],[1],[1]
2377,US9721335B2,1,[0],[1],[1],[1],[1]
2378,US9936879B2,1,[1],[1],[1],[1],[1]
2379,US9979911B2,1,[0],[1],[1],[1],[1]
2380,US9928425B2,1,[1],[1],[1],[1],[1]
2381,US9140601B2,1,[0],[1],[0],[1],[1]
2382,US9003021B2,1,[0],[0],[0],[0],[1]
2383,US8873835B2,1,[1],[1],[1],[1],[1]
2384,US9749914B2,0,[0],[0],[0],[0],[0]
2385,US9787873B2,1,[0],[0],[0],[1],[0]
2386,US6155683A,0,[0],[0],[0],[0],[0]
2387,US9191573B2,1,[0],[1],[1],[1],[1]
2388,US7747163B2,0,[0],[0],[0],[0],[0]
2389,US9785818B2,1,[1],[1],[1],[1],[1]
2390,US9481518B2,0,[0],[0],[0],[0],[0]
2391,US9900239B2,0,[0],[0],[0],[0],[0]
2392,US8896433B2,1,[0],[1],[1],[1],[1]
2393,US8775941B1,0,[1],[1],[1],[1],[1]
2394,US9152701B2,1,[0],[0],[1],[1],[1]
2395,US10014918B2,0,[0],[0],[0],[0],[0]
2396,US9527211B2,1,[0],[1],[0],[0],[1]
2397,US9592538B2,1,[0],[0],[0],[0],[0]
2398,US9196062B2,0,[0],[1],[1],[0],[1]
2399,US9300424B2,1,[0],[0],[1],[1],[0]
2400,US6507704B2,0,[0],[1],[1],[0],[0]
2401,US9616574B2,0,[0],[0],[0],[0],[0]
2402,US9452963B2,0,[0],[0],[0],[0],[0]
2403,US10130979B2,0,[0],[0],[0],[0],[0]
2404,US9795682B2,0,[0],[0],[0],[0],[0]
2405,US7708473B2,0,[0],[0],[0],[0],[0]
2406,US9034972B2,0,[0],[0],[0],[0],[0]
2407,US5293181A,0,[0],[0],[0],[0],[0]
2408,US8284566B2,0,[0],[0],[0],[0],[0]
2409,US9789802B2,0,[0],[0],[0],[0],[0]
2410,US9850724B2,0,[0],[0],[0],[0],[0]
2411,US9268174B2,0,[0],[0],[0],[0],[0]
2412,US9366506B2,0,[0],[0],[0],[0],[0]
2413,US9070486B2,0,[0],[0],[0],[0],[0]
2414,US7241361B2,0,[0],[0],[0],[0],[0]
2415,US8663950B2,0,[0],[0],[0],[0],[0]
2416,US10086324B2,0,[0],[0],[0],[0],[0]
2417,US9186524B2,0,[0],[0],[0],[0],[0]
2418,US9174890B2,0,[0],[0],[0],[0],[0]
2419,US9220693B2,0,[0],[0],[0],[0],[0]
2420,US9574399B2,0,[0],[0],[0],[0],[0]
2421,US9371955B2,0,[0],[0],[0],[0],[0]
2422,US5325406A,0,[0],[0],[0],[0],[0]
2423,US4955984A,0,[0],[0],[0],[0],[0]
2424,US7931952B2,0,[0],[0],[0],[0],[0]
2425,US9036916B2,1,[0],[0],[0],[1],[0]
2426,US9140859B2,0,[0],[0],[0],[0],[0]
2427,US4496096A,0,[0],[0],[0],[0],[0]
2428,US5876620A,0,[0],[0],[0],[0],[0]
2429,US9922878B2,0,[0],[0],[0],[0],[0]
2430,US5075117A,0,[0],[0],[0],[0],[0]
2431,US8182014B2,0,[0],[0],[0],[0],[0]
2432,US9504796B2,0,[0],[0],[0],[0],[0]
2433,US9815358B1,0,[0],[0],[0],[0],[0]
2434,US9708561B2,0,[0],[0],[0],[0],[0]
2435,US8829673B2,0,[0],[0],[0],[0],[0]
2436,US9818633B2,0,[0],[0],[0],[0],[0]
2437,US9740647B1,0,[0],[0],[0],[0],[0]
2438,US8858184B2,0,[0],[0],[0],[0],[0]
2439,US5184173A,0,[0],[0],[0],[0],[0]
2440,US5138978A,0,[0],[0],[0],[0],[0]
2441,US5579875A,0,[0],[0],[0],[0],[0]
2442,US7858846B2,0,[0],[0],[0],[0],[0]
2443,US9902620B2,0,[0],[0],[0],[0],[0]
2444,US9890602B2,0,[0],[0],[0],[0],[0]
2445,US9278079B2,0,[0],[0],[0],[0],[0]
2446,US10039696B2,0,[0],[0],[0],[0],[0]
2447,US5492447A,0,[0],[0],[0],[0],[0]
2448,US9179818B2,0,[0],[0],[0],[0],[0]
2449,US5324378A,0,[0],[0],[0],[0],[0]
2450,US4867770A,0,[0],[0],[0],[0],[0]
2451,US9849675B2,0,[0],[0],[0],[0],[0]
2452,US9914812B2,0,[0],[0],[0],[0],[0]
2453,US6872024B2,0,[0],[0],[0],[0],[0]
2454,US9537254B2,0,[0],[0],[0],[0],[0]
2455,US7592653B2,0,[0],[0],[0],[0],[0]
2456,US8877588B2,0,[0],[0],[0],[0],[0]
2457,US7384285B2,0,[0],[0],[0],[0],[0]
2458,US10023765B2,0,[0],[0],[0],[0],[0]
2459,US8096608B2,0,[0],[0],[0],[0],[0]
2460,US4621864A,0,[0],[0],[0],[0],[0]
2461,US8944304B2,0,[0],[0],[0],[0],[0]
2462,US7243992B2,0,[0],[0],[0],[0],[0]
2463,US9506292B2,0,[0],[0],[0],[0],[0]
2464,US10126621B2,0,[0],[0],[0],[0],[0]
2465,US6681881B2,0,[0],[0],[0],[0],[0]
2466,US9903364B2,0,[0],[0],[0],[0],[0]
2467,US9677758B2,0,[0],[0],[0],[0],[0]
2468,US4928124A,0,[0],[0],[0],[0],[0]
2469,US4915908A,0,[0],[0],[0],[0],[0]
2470,US9278126B2,0,[0],[0],[0],[0],[0]
2471,US10025263B2,0,[0],[0],[0],[0],[0]
2472,US9884087B1,1,[0],[0],[0],[0],[0]
2473,US9120229B2,0,[0],[0],[0],[0],[0]
2474,US5056343A,0,[0],[0],[0],[0],[0]
2475,US10113437B2,0,[0],[0],[0],[0],[0]
2476,US6971718B2,0,[0],[0],[0],[0],[0]
2477,US5956359A,0,[0],[0],[0],[0],[0]
2478,US5937790A,0,[0],[0],[0],[0],[0]
2479,US9095984B2,0,[0],[0],[0],[0],[0]
2480,US8000339B2,0,[0],[0],[0],[0],[0]
2481,US9428879B2,0,[0],[0],[0],[0],[0]
2482,US9538703B2,0,[0],[0],[0],[0],[0]
2483,US8443958B2,0,[0],[0],[0],[0],[0]
2484,US9462737B2,0,[0],[0],[0],[0],[0]
2485,US5100202A,0,[0],[0],[0],[0],[0]
2486,US9054865B2,0,[0],[0],[0],[0],[0]
2487,US4907914A,0,[0],[0],[0],[0],[0]
2488,US9327266B2,0,[0],[0],[0],[0],[0]
2489,US9895814B2,0,[0],[0],[0],[0],[0]
2490,US4763229A,0,[0],[0],[0],[0],[0]
2491,US5170861A,0,[0],[0],[0],[0],[0]
2492,US9044344B2,0,[0],[0],[0],[0],[0]
2493,US9133036B2,0,[0],[0],[0],[0],[0]
2494,US9340967B2,0,[0],[0],[0],[0],[0]
2495,US9302389B2,0,[0],[0],[0],[0],[0]
2496,US9162590B2,0,[0],[0],[0],[0],[0]
2497,US9586666B2,0,[0],[0],[0],[0],[0]
2498,US10076613B2,0,[0],[0],[0],[0],[0]
2499,US9241496B2,0,[0],[0],[0],[0],[0]
2500,US6107367A,0,[0],[0],[0],[0],[0]
2501,US9962219B2,0,[0],[0],[0],[0],[0]
2502,US10059164B1,0,[0],[0],[0],[0],[0]
2503,US4681399A,0,[0],[0],[0],[0],[0]
2504,US9624951B2,0,[0],[0],[0],[0],[0]
2505,US5029979A,0,[0],[0],[0],[0],[0]
2506,US9700999B2,0,[0],[0],[0],[0],[0]
2507,US7988009B2,0,[0],[0],[0],[0],[0]
2508,US5346251A,0,[0],[0],[0],[0],[0]
2509,US9668407B2,0,[0],[0],[0],[0],[0]
2510,US9920250B1,0,[0],[0],[0],[0],[0]
2511,US9751575B2,0,[0],[0],[0],[0],[0]
2512,US9340276B2,0,[0],[0],[0],[0],[0]
2513,US9975134B2,0,[0],[0],[0],[0],[0]
2514,US5757730A,0,[0],[0],[0],[0],[0]
2515,US9610995B2,0,[0],[0],[0],[0],[0]
2516,US7541516B2,0,[0],[0],[0],[0],[0]
2517,US10066178B2,0,[0],[0],[0],[0],[0]
2518,US8857655B2,0,[0],[0],[0],[0],[0]
2519,US9319798B2,0,[0],[0],[0],[0],[0]
2520,US9457334B2,0,[0],[0],[0],[0],[0]
2521,US9768554B2,0,[0],[0],[0],[0],[0]
2522,US10134502B2,0,[0],[0],[0],[0],[0]
2523,US5188749A,0,[0],[0],[0],[0],[0]
2524,US10072100B2,0,[0],[0],[0],[0],[0]
2525,US9537110B2,0,[0],[0],[0],[0],[0]
2526,US8954635B2,0,[0],[0],[0],[0],[0]
2527,US9627290B2,0,[0],[0],[0],[0],[0]
2528,US9559461B1,0,[0],[0],[0],[0],[0]
2529,US9394033B2,0,[0],[0],[0],[0],[0]
